2016-11-07T20:56:38Z,39.567781,-76.074265,-10.0,7.0,60.9,15.290396,4,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T20:58:39Z,39.576799,-76.051717,15.0,7.0,72.3,21.680147,4,gps,1.4,1.0,1.7,-40.0,,
2016-11-07T21:01:04Z,39.583611,-76.016531,27.0,9.0,75.4,23.780003,8,gps,1.4,0.9,1.7,-40.0,,
2016-11-07T21:04:07Z,39.601543,-75.966276,4.0,8.0,63.7,20.396376,0,gps,1.1,0.8,1.3,-40.0,,
2016-11-07T21:07:30Z,39.610208,-75.943218,-14.0,11.0,65.0,21.30225,0,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T21:09:34Z,39.611926,-75.927945,-41.0,12.0,94.6,17.290104,7,gps,0.7,1.0,1.2,-40.0,,
2016-11-07T21:14:19Z,39.606912,-75.854879,-3.0,8.0,93.5,8.260006,3,gps,0.8,0.8,1.1,-40.0,,
2016-11-07T21:16:22Z,39.603814,-75.839965,-24.0,8.0,110.0,12.5001,7,gps,0.9,0.8,1.2,-40.0,,
2016-11-07T21:18:22Z,39.598354,-75.813520,-7.0,4.0,79.1,22.210575,4,gps,0.8,0.8,1.1,-40.0,,
2016-11-07T21:20:53Z,39.606354,-75.781224,19.0,10.0,101.5,20.441917,4,gps,1.4,1.0,1.7,-40.0,,
2016-11-07T21:23:01Z,39.603674,-75.763265,-13.0,4.0,103.5,20.881618,2,gps,0.9,0.8,1.3,-40.0,,
2016-11-07T21:25:16Z,39.604881,-75.745705,-12.0,7.0,,0.17,3,gps,0.7,0.8,1.0,-40.0,,
2016-11-07T21:28:03Z,39.588388,-75.740828,-3.0,8.0,176.3,7.19178,8,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T21:30:03Z,39.567650,-75.738066,-10.0,8.0,174.3,25.14024,8,gps,0.8,0.8,1.1,-40.0,,
2016-11-07T21:32:15Z,39.537161,-75.737998,-7.0,9.0,176.3,25.490784,4,gps,1.1,1.0,1.5,-40.0,,
2016-11-07T21:34:17Z,39.529109,-75.723368,-19.0,5.0,124.3,11.291598,7,gps,1.3,0.9,1.6,-40.0,,
2016-11-07T21:36:44Z,39.511424,-75.711623,-26.0,5.0,,0.0,1,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T21:38:47Z,39.505468,-75.689780,-15.0,3.0,113.9,24.050009,0,gps,0.8,0.7,1.1,-40.0,,
2016-11-07T21:40:51Z,39.500438,-75.658485,-16.0,4.0,100.3,25.950008,10,gps,0.8,0.7,1.1,-40.0,,
2016-11-07T21:42:54Z,39.484128,-75.650885,-4.0,9.0,184.3,21.53001,5,gps,0.8,0.7,1.1,-40.0,,
2016-11-07T21:44:56Z,39.463803,-75.656250,-55.0,9.0,211.1,17.120844,4,gps,0.7,0.8,1.0,-40.0,,
2016-11-07T21:46:58Z,39.458065,-75.665844,13.0,11.0,247.9,17.461262,7,gps,1.0,0.8,1.3,-40.0,,
2016-11-07T21:49:37Z,39.440831,-75.663232,-17.0,10.0,143.1,32.72,11,gps,0.8,0.8,1.1,-40.0,,
2016-11-07T21:51:39Z,39.404975,-75.663785,16.0,10.0,195.6,34.31084,3,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T21:54:16Z,39.361488,-75.654132,-29.0,22.0,165.2,31.120016,8,gps,0.9,0.8,1.2,-40.0,,
2016-11-07T21:56:19Z,39.332842,-75.630246,-20.0,8.0,124.1,31.240774,9,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T21:58:58Z,39.300730,-75.593508,-19.0,11.0,178.7,31.980265,3,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T22:01:45Z,39.282102,-75.592646,-27.0,7.0,,0.0,10,gps,2.0,1.0,2.2,-40.0,,
2016-11-07T22:03:46Z,39.270090,-75.589107,-24.0,7.0,162.9,22.25001,4,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T22:06:14Z,39.241465,-75.586527,-37.0,5.0,155.5,23.181349,3,gps,1.2,0.9,1.5,-40.0,,
2016-11-07T22:08:17Z,39.218285,-75.574124,-30.0,7.0,160.3,20.220247,9,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T22:10:33Z,39.202210,-75.572466,-32.0,19.0,231.8,7.81064,10,gps,0.7,0.8,1.0,-40.0,,
2016-11-07T22:12:57Z,39.190674,-75.593901,-21.0,5.0,144.9,20.950153,3,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T22:15:35Z,39.171024,-75.574736,-14.0,18.0,45.3,2.0500975,9,gps,0.8,0.8,1.1,-40.0,,
2016-11-07T22:20:11Z,39.180161,-75.569368,-33.0,14.0,,0.0,9,gps,0.7,0.7,1.0,-40.0,,
2016-11-07T22:21:17Z,39.180135,-75.569364,-37.0,13.0,,0.0,8,gps,0.9,0.8,1.2,-40.0,,
2016-11-07T22:23:28Z,39.180124,-75.569365,-38.0,24.0,,0.0,7,gps,,,,,,
